Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Bobo's Snack Bar,78722,06/22/2022,95,"3850 AIRPORT BLVD
AUSTIN, TX 78722
(30.29015, -97.707455)",12393950,Routine Inspection
Cantaloupe Island Draft Cocktails,78752,05/18/2022,100,"1300 E ANDERSON LN
AUSTIN, TX 78752
(30.334364, -97.68945)",12395264,Routine Inspection
Mr. Gatti's,78660,02/16/2022,100,"1615 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.45569, -97.65911)",2802961,Routine Inspection
"Cups and Cones, LLC",78732,07/17/2020,95,"2900 N QUINLAN PARK RD
AUSTIN, TX 78732
(30.368684, -97.893093)",10046868,Routine Inspection
Cross Creek Hospital,78754,01/29/2020,97,"8402 CROSS PARK DR
AUSTIN, TX 78754
(30.33838, -97.67653)",11292426,Routine Inspection
La Superior Market,78741,10/19/2021,56,"2410 E RIVERSIDE DR
AUSTIN, TX 78741
(30.23686, -97.72524)",12394150,Routine Inspection
Borderless European Market,78758,05/10/2022,93,"2121 W PARMER LN
AUSTIN, TX 78758
(30.41587, -97.69722)",12186332,Routine Inspection
Numart,78748,12/03/2020,88,"11913 RANCHO ALTO RD
AUSTIN, TX 78748
(30.148928, -97.842579)",12185703,Routine Inspection
Long John Silvers,78745,05/19/2020,90,"704 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.191221, -97.772353)",10007067,Routine Inspection
Taco Aranda,78748,04/21/2020,90,"12115 MANCHACA RD
AUSTIN, TX 78748
(30.14153, -97.833024)",11461607,Routine Inspection
Yard Bar,78757,07/22/2020,95,"6700 BURNET RD
AUSTIN, TX 78757
(30.343131, -97.738493)",11350572,Routine Inspection
Tino's Greek Cafe,78759,06/08/2021,83,"10515 N MOPAC EXPY
AUSTIN, TX 78759
(30.392572, -97.732892)",10107394,Routine Inspection
Chick-fil-A 6th & Congress In-Line,78701,12/21/2021,98,"600 CONGRESS AVE
AUSTIN, TX 78701
(30.268422, -97.742673)",12395065,Routine Inspection
LW -Springhill Suites Austin West Lakeway,78738,06/16/2021,92,"322 MEDICAL PKWY
LAKEWAY, TX 78738
(30.330979, -97.969423)",12393159,Routine Inspection
ABIA - Second Bar & Kitchen,78719,04/04/2022,82,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.202592, -97.666956)",11763654,Routine Inspection
"Tigress, The",78751,03/10/2020,95,"100 W NORTH LOOP BLVD
AUSTIN, TX 78751
(30.31792, -97.72222)",10392609,Routine Inspection
P. Terry's Burger Stand,78704,09/22/2022,90,"404 S LAMAR BLVD
AUSTIN, TX 78704
(30.261961, -97.758216)",2802815,Routine Inspection
Peace Bakery & Deli,78753,01/31/2020,72,"11220 N LAMAR BLVD
AUSTIN, TX 78753
(30.3818, -97.68644)",11191821,Routine Inspection
Los Pepes Mexican Food,78723,11/20/2020,85,"4700 LOYOLA LN
AUSTIN, TX 78723
(30.309425, -97.666618)",10818868,Routine Inspection
Placita's Restaurant,78744,04/13/2020,80,"5310 S PLEASANT VALLEY RD
AUSTIN, TX 78744
(30.194821, -97.744792)",12156033,Routine Inspection
ABIA - Haymaker Sports Bar,78719,02/13/2020,88,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.202592, -97.666956)",12130626,Routine Inspection
7 - Eleven Convenience Store #34253B,78660,04/16/2020,96,"15010 FM 1825 RD
AUSTIN, TX 78660
(30.44289, -97.66535)",11788013,Routine Inspection
Levy at Q2 Stadium/Upper Concourse 314,78758,06/24/2022,100,"10414 MC KALLA PL
AUSTIN, TX 78758
(30.386047, -97.718651)",12394503,Routine Inspection
Dollar Tree # 3211,78729,09/16/2020,100,"13729 N US 183 HWY
AUSTIN, TX 78729
(30.45924, -97.79269)",11127582,Follow-Up Inspection
Pappadeaux Seafood Kitchen #3,78752,06/09/2021,94,"6319 N IH
AUSTIN, TX 78752",2800247,Routine Inspection
Circle K #2742141,78758,04/20/2022,96,"9433 PARKFIELD DR
AUSTIN, TX 78758
(30.368381, -97.705756)",2803586,Routine Inspection
Chipotle Mexican Grill #874,78729,04/20/2022,100,"6301 W PARMER LN
AUSTIN, TX 78729
(30.445312, -97.743258)",10179774,Routine Inspection
Wendy's #W127,78748,09/16/2022,94,"305 W SLAUGHTER LN
AUSTIN, TX 78748
(30.167982, -97.794191)",11115668,Routine Inspection
Popeyes Louisiana Kitchen,78745,10/19/2020,92,"2101 W BEN WHITE BLVD
AUSTIN, TX 78745
(30.2296, -97.79078)",11864489,Routine Inspection
"HEB Store # 659 - Deli,Bakery & Produce",78717,05/24/2022,97,"14028 N US 183 HWY
SVRD SB AUSTIN, TX 78717
(30.47597, -97.80259)",11015114,Routine Inspection
Starbucks Coffee #16052,78746,01/22/2020,93,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.255443, -97.810066)",10657898,Routine Inspection
St. Louis Catholic Church - Wozniak Kitchen,78757,03/22/2022,95,"7601 BURNET RD
AUSTIN, TX 78757
(30.353063, -97.732707)",12091496,Routine Inspection
Blaze Pizza,78717,09/29/2020,87,"14009 N US 183 HWY
AUSTIN, TX 78717
(30.4752, -97.79915)",11450489,Routine Inspection
Austin's Park n Pizza,78660,06/02/2020,95,"16231 N IH
SVRD NB AUSTIN, TX 78660",2801896,Routine Inspection
Palm Elementary School,78744,10/06/2021,100,"7601 DIXIE DR
AUSTIN, TX 78744
(30.164857, -97.744541)",2800054,Routine Inspection
Express Food Mart #5,78660,04/13/2021,91,"2925 W PECAN ST
AUSTIN, TX 78660
(30.44895, -97.66049)",10771946,Routine Inspection
Papa John's Pizza #1296,78745,09/29/2022,93,"500 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.196229, -97.785732)",2803120,Routine Inspection
Jim's Coffee Shop #30,78750,10/29/2021,88,"12832 N US 183 HWY
AUSTIN, TX 78750
(30.43459, -97.77116)",2800319,Routine Inspection
JD's Market,78660,12/30/2020,72,"14300 DESSAU RD
AUSTIN, TX 78660
(30.41492, -97.63321)",10435389,Routine Inspection
Gold's Gym - Anderson Arbor,78729,07/17/2020,95,"13435 N US 183 HWY
AUSTIN, TX 78729
(30.44765, -97.78964)",10796050,Routine Inspection
School House Pub,78722,03/05/2020,83,"2207 MANOR RD
AUSTIN, TX 78722
(30.284359, -97.718786)",10862709,Routine Inspection
Uroko,78721,03/08/2021,94,"1023 SPRINGDALE RD
AUSTIN, TX 78721
(30.267919, -97.694036)",12168955,Routine Inspection
Starstop 50,78741,01/22/2021,90,"6310 E BEN WHITE BLVD
AUSTIN, TX 78741
(30.212675, -97.711026)",10871614,Routine Inspection
OOB - Austin Hookah Lounge,78745,04/29/2021,100,"2621 JONES RD
AUSTIN, TX 78745
(30.225243, -97.803139)",10692625,Routine Inspection
Tacodeli 301 Congress,78701,12/15/2021,91,"301 CONGRESS AVE
AUSTIN, TX 78701
(30.265446, -97.743764)",12185646,Routine Inspection
"Honey Baked Ham Company LLC, The",78758,12/23/2019,99,"9029 RESEARCH BLVD
AUSTIN, TX 78758
(30.372603, -97.724311)",11496272,Routine Inspection
Casa Marianella,78702,04/27/2020,91,"821 GUNTER ST
AUSTIN, TX 78702
(30.25999, -97.70117)",2801309,Routine Inspection
Easy Tiger,78752,05/15/2020,95,"6406 N IH
AUSTIN, TX 78752",12072549,Routine Inspection
Samsung Austin Semiconductor- A2/Compass Group,78754,01/08/2020,100,"12100 SAMSUNG BLVD
AUSTIN, TX 78754
(30.372349, -97.634085)",10038665,Routine Inspection
"Schlotzsky's Stores, LLC",78729,01/19/2022,89,"13201 N FM 620 RD
AUSTIN, TX 78729
(30.46741, -97.79003)",10004373,Routine Inspection
Punch Bowl Social Austin,78758,12/02/2019,89,"11310 DOMAIN DR
AUSTIN, TX 78758
(30.39989, -97.72524)",11196061,Routine Inspection
PF - Andy's Frozen Custard,78660,03/02/2021,99,"18601 LIMESTONE COMMERCIAL DR
PFLUGERVILLE, TX 78660
(30.46527, -97.597618)",12392450,Routine Inspection
SV - Poke Austin,78745,08/03/2021,98,"5601 BRODIE LN
SUNSET VALLEY, TX 78745
(30.228928, -97.820657)",11861562,Routine Inspection
Kawa Asian Kitchen,78732,10/21/2020,85,"5145 N FM 620 RD
AUSTIN, TX 78732
(30.39004, -97.8837)",11935418,Routine Inspection
Starbucks Coffee #6227,78703,05/14/2020,98,"2727 EXPOSITION BLVD
AUSTIN, TX 78703
(30.304566, -97.76469)",2801131,Routine Inspection
Stepping Stone School,78750,09/21/2022,97,"12301 HYMEADOW DR
AUSTIN, TX 78750
(30.45429, -97.7971)",10243103,Routine Inspection
PF - NLGX Media LLC,78660,08/31/2022,91,"113 E PECAN ST
PFLUGERVILLE, TX 78660",12395714,Routine Inspection
MOD Pizza,78748,04/16/2021,93,"9600 S IH
AUSTIN, TX 78748",11779206,Routine Inspection
JD's Market,78719,01/08/2020,91,"9111 FM 812 RD
AUSTIN, TX 78719
(30.16131, -97.68694)",11858488,Routine Inspection
Ortega Elementary,78721,02/17/2022,97,"1135 GARLAND AVE
AUSTIN, TX 78721
(30.269917, -97.684962)",2800345,Routine Inspection
Popeye's #322,78745,02/05/2021,93,"111 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.193108, -97.779336)",11637629,Routine Inspection
Aloft,78741,07/17/2020,100,"8000 E BEN WHITE BLVD
AUSTIN, TX 78741
(30.219352, -97.690201)",12186289,Routine Inspection
ABIA - Mad Greens,78719,12/03/2021,99,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.202592, -97.666956)",12060237,Routine Inspection
Popeye's #319 - Z & H Foods Inc.,78723,07/28/2021,95,"5630 CAMERON RD
AUSTIN, TX 78723
(30.314341, -97.703324)",11637623,Routine Inspection
La Michoacana,78752,11/10/2021,73,"6908 CAMERON RD
AUSTIN, TX 78752
(30.324658, -97.69327)",2801721,Routine Inspection
Little Caesars Pizza,78702,12/16/2020,95,"2601 E 7TH ST
AUSTIN, TX 78702
(30.260763, -97.712657)",12392811,Routine Inspection
South Austin Senior,78704,03/25/2021,97,"3911 MANCHACA RD
AUSTIN, TX 78704
(30.23393, -97.78569)",2800931,Routine Inspection
"Phil's Ice House, Inc",78704,06/24/2021,90,"2901 S LAMAR BLVD
AUSTIN, TX 78704
(30.243331, -97.7827)",10516513,Routine Inspection
Subway #44843,78747,12/17/2019,90,"11215 S IH
AUSTIN, TX 78747",10189370,Routine Inspection
Walgreens #04704,78751,04/06/2021,94,"4501 GUADALUPE ST
AUSTIN, TX 78751
(30.310998, -97.732897)",2803742,Routine Inspection
Circle K # 2741552,78724,11/12/2021,97,"12200 FM 969 RD
AUSTIN, TX 78724
(30.254384, -97.605984)",11239100,Routine Inspection
PF - Taco Bell # 30092,78660,11/24/2021,91,"1712 FM 685 RD
PFLUGERVILLE, TX 78660
(30.45458, -97.60284)",12392366,Routine Inspection
Accent Food Services,78754,02/24/2021,100,"1821 RUTHERFORD LN
AUSTIN, TX 78754
(30.33111, -97.68052)",11621570,Routine Inspection
Spokesman,78745,08/24/2022,94,"440 E ST ELMO RD
AUSTIN, TX 78745
(30.21515, -97.76228)",11700631,Routine Inspection
Truluck's (Austin's),78701,11/12/2019,87,"200 W 4TH ST
AUSTIN, TX 78701
(30.26657, -97.74489)",2801538,Routine Inspection
First Wok,78745,06/19/2020,79,"603 W STASSNEY LN
AUSTIN, TX 78745
(30.207774, -97.780259)",11761726,Routine Inspection
Hanara Sushi & Grill,78759,07/06/2020,80,"10000 RESEARCH BLVD
AUSTIN, TX 78759
(30.392352, -97.746845)",12006568,Routine Inspection
Circle K #2741302,78745,07/05/2022,89,"8205 BRODIE LN
AUSTIN, TX 78745
(30.201624, -97.838182)",2803525,Routine Inspection
FW Catering,78758,11/05/2019,94,"1934 RUTLAND DR
AUSTIN, TX 78758
(30.379355, -97.713251)",10613976,Routine Inspection
Pho Thai Son,78749,01/29/2020,80,"3601 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.214326, -97.831703)",2802907,Routine Inspection
Uncle Nicky's,78751,01/31/2022,86,"4222 DUVAL ST
AUSTIN, TX 78751
(30.304793, -97.726011)",12089449,Routine Inspection
EPIC POKE,78723,09/22/2021,93,"6448 E US
AUSTIN, TX 78723",12185773,Routine Inspection
Lupe Tortilla Mexican Restaurant,78759,05/09/2022,85,"10515 N MOPAC EXPY
AUSTIN, TX 78759
(30.392572, -97.732892)",10730943,Routine Inspection
Yard House #8366,78758,04/13/2021,91,"11800 DOMAIN BLVD
AUSTIN, TX 78758
(30.404575, -97.721243)",11516522,Follow-Up Inspection
Willow & Co,78702,12/30/2019,100,"908 E 5TH ST
AUSTIN, TX 78702
(30.26435, -97.73338)",12119284,Routine Inspection
Kaanam Koffee Place,78752,04/20/2022,98,"7715 CHEVY CHASE DR
AUSTIN, TX 78752
(30.34005, -97.70355)",11913283,Routine Inspection
Little Sprouts,78724,07/06/2021,88,"12712 FM 969 RD
AUSTIN, TX 78724
(30.2518, -97.59977)",11424519,Routine Inspection
Sake Mama,78701,08/19/2021,93,"519 E 6TH ST
AUSTIN, TX 78701
(30.26659, -97.737567)",11916927,Routine Inspection
Sugar Mama's Bakeshop,78704,05/25/2021,96,"1905 S 1ST ST
AUSTIN, TX 78704
(30.24622, -97.75659)",10182564,Routine Inspection
BC - Jersey Mike's Subs,78738,08/17/2020,95,"4005 MARKET ST
BEE CAVE, TX 78738
(30.307228, -97.937337)",10937488,Routine Inspection
Low Down Lounge,78702,06/24/2022,93,"1412 E 6TH ST
AUSTIN, TX 78702
(30.263442, -97.727689)",10617710,Routine Inspection
Total Wine & More,78613,09/09/2021,98,"11066 PECAN PARK BLVD
AUSTIN, TX 78613
(30.47041, -97.80207)",11409555,Routine Inspection
McDonalds  #31246,78748,09/23/2020,90,"9300 S IH
AUSTIN, TX 78748",2802661,Routine Inspection
Wells Branch Elementary,78728,09/21/2021,98,"14650 MERRILLTOWN DR
AUSTIN, TX 78728
(30.44531, -97.68677)",2800674,Routine Inspection
Night Owl Bar,78757,04/19/2021,93,"8315 BURNET RD
AUSTIN, TX 78757
(30.363999, -97.728782)",11610472,Routine Inspection
Edible Arrangements 311,78759,10/28/2021,77,"10225 RESEARCH BLVD
AUSTIN, TX 78759
(30.39494, -97.74592)",12393999,Routine Inspection
Yummi Taco,78759,04/08/2020,95,"12518 RESEARCH BLVD
AUSTIN, TX 78759
(30.4291, -97.75998)",11067537,Routine Inspection
Taco More Restaurant,78741,04/16/2020,95,"2015 E RIVERSIDE DR
AUSTIN, TX 78741
(30.24075, -97.72755)",10779388,Routine Inspection
Baty Elementary,78741,03/09/2020,100,"2101 FARO DR
AUSTIN, TX 78741
(30.228163, -97.713478)",2801064,Routine Inspection
Cece's Froyo,78660,04/16/2020,100,"14905 DESSAU RD
PFLUGERVILLE, TX 78660
(30.421254, -97.628454)",11915285,Routine Inspection
House of Little Angels,78745,12/04/2020,96,"735 TURTLE CREEK BLVD
AUSTIN, TX 78745
(30.20332, -97.78528)",2801615,Routine Inspection
ABIA Austin Chronicle,78719,02/03/2021,97,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.202592, -97.666956)",12185877,Routine Inspection
Pappasito's Restaurant,78752,06/17/2022,92,"6513 N IH
AUSTIN, TX 78752",2800371,Routine Inspection
Polvos Mexican Rest,78701,06/06/2022,90,"360 NUECES ST
AUSTIN, TX 78701
(30.267138, -97.749357)",11838617,Routine Inspection
El Tacorrido,78741,11/19/2020,85,"1701 E RIVERSIDE DR
AUSTIN, TX 78741
(30.24451, -97.730337)",12392902,Routine Inspection
Shipley's Donuts,78753,08/14/2020,98,"1045 NORWOOD PARK BLVD
AUSTIN, TX 78753
(30.33737, -97.69233)",11840744,Routine Inspection
Roppolos Pizzeria Northside,78705,08/25/2020,85,"2604 GUADALUPE ST
AUSTIN, TX 78705
(30.2909, -97.74132)",12185737,Routine Inspection
AFC Sushi@Randall's 2987,78732,12/02/2019,100,"5145 N FM 620 RD
AUSTIN, TX 78732
(30.39004, -97.8837)",10736882,Routine Inspection
BC - Mandolas Italian Market,78738,07/27/2020,92,"12815 SHOPS PKWY
BEE CAVE, TX 78738
(30.30548, -97.94231)",10338098,Routine Inspection
Longhorn Daiquiris,78741,04/15/2020,94,"2410 E RIVERSIDE DR
AUSTIN, TX 78741
(30.23686, -97.72524)",12045986,Routine Inspection
Samsung Kitchen,78746,05/06/2021,98,"3900 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.33757, -97.80494)",11683548,Routine Inspection
Pollolandia,78660,08/04/2020,97,"14905 DESSAU RD
PFLUGERVILLE, TX 78660
(30.421254, -97.628454)",12085799,Routine Inspection
Blenders and Bowls,78702,02/10/2022,83,"1625 E 6TH ST
AUSTIN, TX 78702
(30.262879, -97.726055)",11687295,Routine Inspection
El Pollo Rico #13,78745,04/15/2020,89,"110 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.19287, -97.77775)",12185836,Routine Inspection
Raising Canes Restaurants LLC.,78741,06/30/2022,87,"2109 E RIVERSIDE DR
AUSTIN, TX 78741
(30.23973, -97.726709)",11661044,Routine Inspection
Bill Miller BBQ,78757,02/15/2022,88,"8105 BURNET RD
AUSTIN, TX 78757
(30.359774, -97.729888)",2800062,Routine Inspection
Paperboy,78702,11/23/2021,90,"1203 E 11TH ST
AUSTIN, TX 78702
(30.268577, -97.727607)",12393014,Routine Inspection
HEB #024,78726,05/12/2022,100,"11521 N FM 620 RD
AUSTIN, TX 78726
(30.4545, -97.82678)",2802382,Routine Inspection
Target #1953 (Grocery),78726,02/27/2020,99,"11220 FM 2222 RD
AUSTIN, TX 78726
(30.39986, -97.85105)",2802523,Routine Inspection
Crepeful,78732,05/14/2021,100,"6550 COMANCHE TRL
AUSTIN, TX 78732
(30.406508, -97.874421)",12101220,Routine Inspection
Country Inn & Suites,78728,04/27/2021,100,"14620 N IH
AUSTIN, TX 78728",11788101,Routine Inspection
Banh Mi Galang,78717,01/06/2022,89,"11301 LAKELINE BLVD
AUSTIN, TX 78717
(30.479897, -97.797927)",12393600,Routine Inspection
Sweetgreen,78705,11/05/2021,99,"2234 GUADALUPE ST
AUSTIN, TX 78705
(30.285743, -97.741784)",12393832,Routine Inspection
"Pavilion At Great Hills, The",78759,03/17/2021,96,"11819 PAVILION BLVD
AUSTIN, TX 78759
(30.424776, -97.755666)",11393326,Routine Inspection
"Hive, The",78748,08/31/2021,86,"10542 MANCHACA RD
AUSTIN, TX 78748",12394174,Routine Inspection
Church's Chicken Store No. 2004,78744,07/20/2022,96,"5309 NUCKOLS CROSSING RD
AUSTIN, TX 78744
(30.192521, -97.739312)",11843307,Routine Inspection
Master Donuts,78741,06/17/2021,83,"1725 E RIVERSIDE DR
AUSTIN, TX 78741
(30.2435, -97.72999)",12145559,Routine Inspection
Texas Republic Pizza Company,78751,01/17/2020,99,"4631 AIRPORT BLVD
AUSTIN, TX 78751
(30.306136, -97.715838)",12170830,Routine Inspection
Cabo Bob's Burritos,78729,05/26/2022,82,"13429 N US 183 HWY
AUSTIN, TX 78729
(30.44904, -97.79008)",12392378,Routine Inspection
Creek Side Cafe,78759,09/22/2022,94,"8310 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78759
(30.38421, -97.76844)",10639178,Routine Inspection
Wendy's W118,78751,12/30/2019,96,"1000 E 41ST ST
AUSTIN, TX 78751
(30.298554, -97.72006)",11119191,Routine Inspection
Takoba,78702,07/07/2021,84,"1411 E 7TH ST
AUSTIN, TX 78702
(30.264369, -97.727265)",10410487,Routine Inspection
Bon Appetit- The Huddle @ St. Edward's,78704,02/08/2021,98,"3001 S CONGRESS AVE
AUSTIN, TX 78704
(30.232188, -97.758645)",10231529,Routine Inspection
Julie Myrtille Bakery,78721,01/13/2022,80,"1023 SPRINGDALE RD
AUSTIN, TX 78721
(30.267919, -97.694036)",12186478,Routine Inspection
El Dorado Cafe,78757,05/21/2020,90,"3300 W ANDERSON LN
AUSTIN, TX 78757
(30.36194, -97.74232)",11673327,Routine Inspection
Kikka@Whole Foods Arbor Trails,78749,03/28/2022,100,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.222644, -97.839738)",10767728,Routine Inspection
G'Raj Mahal Cafe & Lounge,78701,02/12/2020,76,"73 RAINEY ST
AUSTIN, TX 78701
(30.25837, -97.738923)",11086419,Routine Inspection
Mai Thai,78701,08/03/2021,79,"207 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.264368, -97.741527)",10535930,Routine Inspection
Barnison Catering,78719,09/21/2020,99,"12101 MOORE RD
AUSTIN, TX 78719
(30.120432, -97.664907)",12186377,Routine Inspection
Gullett Elementary,78757,10/05/2021,90,"6310 TREADWELL BLVD
AUSTIN, TX 78757
(30.34324, -97.748136)",2800350,Routine Inspection
Lavaca Street Bar Domain,78758,06/04/2020,92,"11420 ROCK ROSE AVE
AUSTIN, TX 78758
(30.400612, -97.722963)",11481254,Routine Inspection
Kiefer's Cafe & Catering,78758,06/29/2021,91,"2007 KRAMER LN
AUSTIN, TX 78758
(30.388545, -97.709985)",2800830,Routine Inspection
Sour Duck Market,78722,01/09/2020,91,"1814 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78722
(30.27973, -97.72151)",11863073,Routine Inspection
MN - Double Dave's & Pizzaworks,78653,09/27/2022,91,"11828 RING DR
MANOR, TX 78653
(30.348676, -97.542006)",12060335,Routine Inspection
Sam's Club #6453 Bakery,78759,09/23/2021,98,"9700 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78759
(30.390522, -97.742236)",2803921,Routine Inspection
"Plucker's Linc, LLC",78752,02/05/2021,93,"6406 N IH
AUSTIN, TX 78752",11719409,Routine Inspection
Beer Geek,78652,09/12/2022,89,"2051 W FM 1626 RD
AUSTIN, TX 78652
(30.1374, -97.85032)",12392375,Routine Inspection
Pollos Asados EL Norteno,78724,09/23/2022,82,"6401 FM 969 RD
AUSTIN, TX 78724
(30.28483, -97.66051)",12396730,Routine Inspection
PF - IHOP #3415,78660,08/18/2022,87,"18709 LIMESTONE COMMERCIAL DR
PFLUGERVILLE, TX 78660
(30.467313, -97.596297)",12392463,Routine Inspection
PF - Wag A Bag #17,78660,01/26/2021,92,"419 W PFLUGERVILLE PKWY
PFLUGERVILLE, TX 78660
(30.46677, -97.629482)",12392550,Routine Inspection
"BC - Prep School of Bee Cave, The",78738,04/29/2020,99,"14001 BEE CAVE PKWY
BEE CAVE, TX 78738
(30.31107, -97.96391)",11754113,Routine Inspection
Sonic Drive In,78756,08/17/2020,93,"4929 BURNET RD
AUSTIN, TX 78756
(30.32097, -97.73894)",2800395,Routine Inspection
Chili's #18,78757,06/28/2021,88,"9070 RESEARCH BLVD
AUSTIN, TX 78757
(30.37328, -97.72734)",2800608,Routine Inspection
Maggiano's Little Italy,78758,09/14/2022,76,"10910 DOMAIN DR
AUSTIN, TX 78758
(30.39556, -97.72688)",10369329,Routine Inspection
"Continental Retirement Community, The",78735,11/18/2021,95,"4604 S LAMAR BLVD
AUSTIN, TX 78735
(30.23254, -97.80416)",12115672,Routine Inspection
Nordstrom's E- Bar,78746,02/21/2020,96,"2901 S CAPITAL OF TEXAS HWY
NB AUSTIN, TX 78746
(30.25613, -97.81065)",2801828,Routine Inspection
Navarro High School,78758,04/16/2021,98,"1201 PAYTON GIN RD
AUSTIN, TX 78758
(30.361618, -97.708442)",2800164,Routine Inspection
Tex-Mex Joes,78757,08/12/2021,78,"7600 N LAMAR BLVD
AUSTIN, TX 78757
(30.34455, -97.71472)",11082636,Routine Inspection
Levy at Q2 Stadium/East Main South 135,78758,06/24/2022,100,"10414 MC KALLA PL
AUSTIN, TX 78758
(30.386047, -97.718651)",12394464,Routine Inspection
Pho Dan,78753,01/28/2020,80,"11220 N LAMAR BLVD
AUSTIN, TX 78753
(30.3818, -97.68644)",10044643,Routine Inspection
Ichiban at Austin,78757,07/27/2022,86,"7310 BURNET RD
AUSTIN, TX 78757
(30.349328, -97.735056)",10215188,Routine Inspection
Taco-Mex,78722,08/25/2020,87,"2611 MANOR RD
AUSTIN, TX 78722
(30.284962, -97.714944)",10265426,Routine Inspection
Home 2 Suites Austin North,78758,01/19/2021,98,"2800 ESPERANZA XING
AUSTIN, TX 78758
(30.398148, -97.718424)",11315114,Routine Inspection
Tucci's Southside Subs,78736,06/16/2022,99,"7101 W SH
AUSTIN, TX 78736",2803090,Routine Inspection
Dolores Catholic Church,78741,01/07/2020,94,"1111 MONTOPOLIS DR
AUSTIN, TX 78741
(30.23248, -97.69789)",2803224,Routine Inspection
ABIA Food and Fuel,78719,08/06/2020,86,"2901 SPIRIT OF TEXAS DR
AUSTIN, TX 78719
(30.211777, -97.667182)",11961522,Routine Inspection
Tres Amigos,78723,01/22/2020,91,"7535 E US 290 HWY
AUSTIN, TX 78723
(30.324, -97.67432)",11577358,Routine Inspection
Austin Achieve Public Schools,78752,05/10/2021,97,"7424 E US 290 HWY
SVRD WB AUSTIN, TX 78752
(30.32473, -97.67683)",11981929,Routine Inspection
Catedral de Mariscos,78753,07/21/2022,81,"220 E ANDERSON LN
AUSTIN, TX 78753
(30.34354, -97.70374)",11818623,Routine Inspection
Pinballz Arcade,78729,08/24/2022,87,"13729 N US 183 HWY
AUSTIN, TX 78729
(30.45924, -97.79269)",11518966,Routine Inspection
LW - Double Dave's,78738,07/07/2021,86,"3100 S FM 620 RD
LAKEWAY, TX 78738",12185722,Routine Inspection
El Pollo Regio,78723,09/20/2021,78,"6615 BERKMAN DR
AUSTIN, TX 78723
(30.319718, -97.689048)",12393520,Routine Inspection
Wal-Mart Supercenter #2133,78749,06/28/2022,94,"5017 W US 290 HWY
AUSTIN, TX 78749
(30.23327, -97.82194)",10094665,Routine Inspection
Panda Express #3009,78759,06/21/2022,98,"10900 RESEARCH BLVD
AUSTIN, TX 78759
(30.401922, -97.746124)",12091462,Routine Inspection
Kebabalicious,78702,10/12/2020,94,"1311 E 7TH ST
AUSTIN, TX 78702
(30.264699, -97.728228)",11039598,Routine Inspection
Alamo Drafthouse South Mopac,78749,09/18/2020,92,"5701 W SLAUGHTER LN
AUSTIN, TX 78749
(30.201082, -97.868511)",10700183,Routine Inspection
Papa John's Pizza,78750,10/30/2019,100,"6507 JESTER BLVD
AUSTIN, TX 78750
(30.36958, -97.80005)",11872551,Routine Inspection
"High Road on Dawson, The",78704,12/10/2019,98,"700 DAWSON RD
AUSTIN, TX 78704
(30.258066, -97.756284)",2800434,Routine Inspection
Jimmy John's #2270,78749,06/07/2022,93,"4220 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.222005, -97.838272)",11422254,Routine Inspection
Church's Chicken Store No. 386,78745,04/07/2020,95,"1945 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.20277, -97.80621)",11843471,Routine Inspection
Randall's #2490-Deli,78759,05/23/2022,97,"10900 RESEARCH BLVD
AUSTIN, TX 78759
(30.401922, -97.746124)",2801125,Routine Inspection
Residence Inn,78730,02/24/2020,98,"10815 FM 2222 RD
AUSTIN, TX 78730
(30.39538, -97.8467)",11605927,Routine Inspection
Lake Austin Chevron,78703,12/29/2021,79,"2402 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.278169, -97.772664)",2803980,Routine Inspection
El Arroyo,78703,09/16/2020,77,"1624 W 5TH ST
AUSTIN, TX 78703
(30.274777, -97.764736)",2800355,Routine Inspection
Foreign & Domestic,78751,04/08/2021,96,"306 E 53RD ST
AUSTIN, TX 78751
(30.31706, -97.719907)",11782789,Routine Inspection
7-Eleven Convenience Store #36273A,78731,03/01/2022,93,"3550 FAR WEST BLVD
AUSTIN, TX 78731
(30.353691, -97.753614)",11087894,Routine Inspection
